spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
64,Yes,358.0,16.868393028480828,75.0,8.601021190307977,420.55692000000005,52.47649566826604,7.494929865234371,78.788,19.827109165676365,0.5292466666666668,Yes,Yes,Yes,Yes,Yes
65,Yes,292.0,23.40804300269232,75.0,0.22165192306831,338.76672,50.59801478463312,0.1958405566270053,78.464,27.096682419056577,0.48037666666666673,Yes,Yes,Yes,Yes,Yes
66,Yes,347.0,11.20333518650108,75.0,0.5552171459083955,397.51626,51.987097954634656,0.49730799759014993,78.14,12.769113312166473,0.4315066666666667,Yes,Yes,Yes,Yes,Yes
67,Yes,249.0,14.069497089053888,75.0,3.7033673136792835,281.619,48.99323904042383,3.3621020157237376,77.816,15.785131564093119,0.3826366666666668,Yes,Yes,Yes,Yes,Yes
68,Yes,380.0,16.54323336165954,75.0,9.210242798073875,424.2396,52.55222409260638,8.473423374227965,77.492,18.265714819275527,0.33376666666666654,Yes,Yes,Yes,Yes,Yes
69,Yes,217.0,22.801874685102543,75.0,1.8717132443076718,239.09928000000002,47.57156536652313,1.4639605140352456,77.168,24.769676470426894,0.4348966666666668,Yes,Yes,Yes,Yes,Yes
70,Yes,211.0,20.83914783160143,75.0,9.607387239404794,229.41186000000002,47.212317320948685,7.631147684259227,80.844,22.266212675109497,0.4393600000000001,Yes,Yes,Yes,Yes,Yes
71,Yes,369.0,2.713836084539539,75.0,0.45009938235105035,395.81892000000005,51.94993098968715,0.3629826468970046,80.52,2.851319020582313,0.3904900000000002,Yes,Yes,Yes,Yes,Yes
72,Yes,258.0,4.982146941297392,75.0,8.050843315929784,272.9898,48.72292840700765,6.590420338420121,80.196,6.241832973935025,0.56162,Yes,Yes,Yes,Yes,Yes
73,Yes,397.0,8.38268350274158,75.0,7.168805936221717,485.73744,53.7280315921594,5.955485531516192,79.872,10.352781779555906,0.6927499999999999,Yes,Yes,Yes,Yes,Yes
74,Yes,274.0,18.974985329670957,75.0,6.591462614772888,331.24956000000003,50.403106201406025,5.555943837992066,79.548,23.096352143275492,0.6438800000000005,Yes,Yes,Yes,Yes,Yes
75,Yes,220.0,14.660969183658217,75.0,2.3227016067939985,262.7592,48.39115861878468,1.986026008889209,79.224,17.584073219496,0.5950100000000003,Yes,Yes,Yes,Yes,Yes
76,Yes,259.0,7.926654119340202,75.0,2.5578055152367076,305.56302,49.70201587361461,2.218128942813273,78.9,9.365817441247609,0.5461400000000001,Yes,Yes,Yes,Yes,Yes
77,Yes,225.0,3.9844877961929974,75.0,9.166962172320861,262.17,48.37165988133984,8.060968186230351,78.576,4.63690782794164,0.49726999999999993,Yes,Yes,Yes,Yes,Yes
78,Yes,297.0,17.52827178909025,75.0,3.267357861887319,341.73413999999997,50.67376735899964,2.912849533872545,78.252,20.0859972085543,0.4483999999999998,Yes,Yes,Yes,Yes,Yes
79,Yes,271.0,17.793608439417216,75.0,8.277370255970075,307.86683999999997,49.767258280788155,7.479845631807358,77.928,20.072969680506564,0.39953,Yes,Yes,Yes,Yes,Yes
80,Yes,316.0,23.62422977785698,75.0,5.758206029912836,354.38136000000003,50.98941740978341,5.273365082194175,77.604,26.22950983775905,0.3506600000000003,Yes,Yes,Yes,Yes,Yes
81,Yes,362.0,13.011332250830215,75.0,1.2820692037806312,400.69056,52.05618221734866,0.997385737081142,77.28,14.214360030741977,0.45179000000000014,Yes,Yes,Yes,Yes,Yes
82,Yes,293.0,12.851085264282023,75.0,6.7659245955140594,320.0439,50.10419108015431,5.345757022915659,80.956,13.810290268408034,0.4562533333333334,Yes,Yes,Yes,Yes,Yes
83,Yes,241.0,2.9306044455832234,75.0,0.6214542759620323,259.73052,48.290459700233576,0.4985616928905404,80.632,3.0971213901812624,0.40738333333333354,Yes,Yes,Yes,Yes,Yes
84,Yes,294.0,1.9566588204067132,75.0,2.309532103411453,312.56316,49.89875577874622,1.8808829450182873,80.30799999999999,2.4634334548920522,0.5785133333333333,Yes,Yes,Yes,Yes,Yes
85,Yes,290.0,11.36868793985854,75.0,5.20616389375923,356.28240000000005,51.035887383216156,4.303154766386692,79.984,14.110588097193624,0.7096433333333334,Yes,Yes,Yes,Yes,Yes
86,Yes,253.0,8.735718000599197,75.0,0.5546931113704004,307.13694000000004,49.74664106174123,0.4652211125063548,79.66,10.686927973213036,0.6607733333333338,Yes,Yes,Yes,Yes,Yes
87,Yes,371.0,7.008829657888094,75.0,4.069155985730675,444.9774,52.96675908233613,3.4622413704589454,79.336,8.449424505770413,0.6119033333333332,Yes,Yes,Yes,Yes,Yes
88,Yes,268.0,3.191845279143645,75.0,8.782213258031252,317.53176,50.035743411641114,7.579050041680969,79.012,3.7910184749444906,0.5630333333333337,Yes,Yes,Yes,Yes,Yes
89,Yes,379.0,24.08586645262808,75.0,8.673719076773807,443.52096,52.938282972520454,7.590805250038598,78.688,28.178055162929596,0.5141633333333335,Yes,Yes,Yes,Yes,Yes
90,Yes,374.0,21.06300673374835,75.0,7.757922047108266,432.21684000000005,52.7140336765159,6.883604232399166,78.364,24.2662687978168,0.4652933333333335,Yes,Yes,Yes,Yes,Yes
91,Yes,365.0,14.80477862127833,75.0,3.1759079630693727,416.49420000000003,52.39217915804778,2.856570417382748,78.04,16.79246819897116,0.4164233333333334,Yes,Yes,Yes,Yes,Yes
92,Yes,218.0,23.818870667352456,75.0,0.9552166720897317,245.577,47.80375379328909,0.8707755182769995,77.716,26.592339967858976,0.3675533333333332,Yes,Yes,Yes,Yes,Yes
93,Yes,355.0,24.989738005058832,75.0,4.621787141851297,394.7316,51.92603789939711,3.5761078010074416,77.392,27.454225967117736,0.46868333333333334,Yes,Yes,Yes,Yes,Yes
94,Yes,362.0,17.134758023277744,75.0,3.752301655610237,397.23708,51.9809956165963,2.948933871144085,77.068,18.519246471558585,0.41981333333333326,Yes,Yes,Yes,Yes,Yes
95,Yes,243.0,7.4682646232092935,75.0,2.9867913974947227,263.11068,48.40276954027193,2.3836088747706636,80.744,7.938615929179016,0.42427666666666675,Yes,Yes,Yes,Yes,Yes
96,Yes,336.0,1.9655601554707882,75.0,7.866621451144681,358.90848000000005,51.0996743922819,6.373536699717421,80.42,2.4867480862954228,0.5954066666666669,Yes,Yes,Yes,Yes,Yes
97,Yes,386.0,19.15045192990137,75.0,7.42180226866084,406.68960000000004,52.18526133250965,6.103319095633242,80.096,23.887124710243178,0.5465366666666671,Yes,Yes,Yes,Yes,Yes
98,Yes,262.0,12.292019758039206,75.0,2.5015815361803337,319.38324,50.086242446037105,2.0875697919424887,79.772,15.113284132904363,0.6776666666666664,Yes,Yes,Yes,Yes,Yes
99,Yes,241.0,16.636227746408473,75.0,3.7459089141915753,290.27004,49.256044255445815,3.171473782200297,79.448,20.158117160323147,0.6287966666666667,Yes,Yes,Yes,Yes,Yes
100,Yes,318.0,22.98574691024242,75.0,9.721391676994195,378.37548000000004,51.55845969805541,8.348731172202616,79.124,27.442223521200223,0.5799266666666668,Yes,Yes,Yes,Yes,Yes
101,Yes,297.0,5.355739533355022,75.0,9.978092451012666,349.05816000000004,50.85795590094073,8.69041962020948,78.8,6.298671035597508,0.531056666666667,Yes,Yes,Yes,Yes,Yes
102,Yes,269.0,15.047911006668505,75.0,7.781270963957027,312.2283,49.889445288866305,6.871640388270451,78.476,17.429092444363732,0.4821866666666668,Yes,Yes,Yes,Yes,Yes
103,Yes,363.0,16.234833266898086,75.0,7.35138703371874,416.04156,52.38273432297389,6.581329241936702,78.152,18.514528554235916,0.4333166666666667,Yes,Yes,Yes,Yes,Yes
104,Yes,376.0,12.80141925258432,75.0,5.510936501836583,425.45904,52.57715511646231,5.000623781766516,77.828,14.37087325295116,0.3844466666666668,Yes,Yes,Yes,Yes,Yes
105,Yes,342.0,3.1898177510518524,75.0,7.980138057669671,382.00032,51.641274534369046,7.3381359509301465,77.504,3.524046855007066,0.33557666666666675,Yes,Yes,Yes,Yes,Yes
106,Yes,256.0,9.351065351071611,75.0,1.5906071302528753,282.20928000000004,49.01142581462648,1.2433775937186726,77.18,10.1642339940008,0.43670666666666696,Yes,Yes,Yes,Yes,Yes
107,Yes,375.0,8.99940144796221,75.0,9.3307355721247,407.925,52.21160644413742,7.407204433931193,80.856,9.621620064074317,0.44116999999999995,Yes,Yes,Yes,Yes,Yes
108,Yes,283.0,17.08320422850845,75.0,0.33671153416244337,303.72126000000003,49.64950385795876,0.27138949653492933,80.532,17.959914269515505,0.3923000000000002,Yes,Yes,Yes,Yes,Yes
109,Yes,396.0,21.585594265608464,75.0,5.461297479492385,419.22144000000003,52.44886970831051,4.468160532846695,80.208,27.057542411940208,0.5634300000000001,Yes,Yes,Yes,Yes,Yes
110,Yes,398.0,8.91528792589517,75.0,6.39582421117859,487.17588000000006,53.75371556613302,5.310452842541585,79.884,11.016442984270144,0.6945600000000002,Yes,Yes,Yes,Yes,Yes
111,Yes,214.0,17.64816817560238,75.0,6.965261982264119,258.82872000000003,48.26024929198019,5.867884956958407,79.56,21.492998094339114,0.6456900000000002,Yes,Yes,Yes,Yes,Yes
112,Yes,258.0,7.917227088674938,75.0,0.19498871873917858,308.2842,49.77902534184441,0.16663735903450203,79.236,9.500989195493473,0.59682,Yes,Yes,Yes,Yes,Yes
113,Yes,208.0,23.684644949517057,75.0,3.4166719452625074,245.50656,47.80126202154132,2.961400408556278,78.912,28.000460952218056,0.5479500000000003,Yes,Yes,Yes,Yes,Yes
114,Yes,280.0,20.525584833711346,75.0,7.613398616815418,326.4072,50.275194600029984,6.691416044319071,78.588,23.89999098037349,0.4990799999999999,Yes,Yes,Yes,Yes,Yes
115,Yes,302.0,14.20231861532279,75.0,3.8251208216336314,347.65031999999997,50.82285266949498,3.4083739081166473,78.264,16.284094477956806,0.45020999999999994,Yes,Yes,Yes,Yes,Yes
116,Yes,268.0,11.915821806441507,75.0,7.407018335904397,304.60344,49.67469607353834,6.6900189609888505,77.94,13.450103022238913,0.4013399999999998,Yes,Yes,Yes,Yes,Yes
117,Yes,216.0,8.548411772084032,75.0,3.1443553114615024,242.35200000000003,47.68893216142147,2.8781856343462864,77.616,9.496772574079035,0.3524700000000001,Yes,Yes,Yes,Yes,Yes
118,Yes,254.0,8.758570870623872,75.0,2.131424291768397,281.28468000000004,48.98292158445966,1.657182386849929,77.292,9.574168990096368,0.4536000000000001,Yes,Yes,Yes,Yes,Yes
119,Yes,345.0,24.284433443405852,75.0,9.832845844759488,377.0298,51.52751355393484,7.76450672131433,80.968,26.113051281694315,0.4580633333333335,Yes,Yes,Yes,Yes,Yes
120,Yes,383.0,10.700201368017895,75.0,4.256176835828169,412.97358,52.318445370792396,3.4126025869670267,80.644,11.315248942651564,0.4091933333333334,Yes,Yes,Yes,Yes,Yes
121,Yes,280.0,13.350310055898523,75.0,9.615732102788696,297.8304,49.47938049548397,7.826725145064859,80.32,16.816851565013135,0.5803233333333333,Yes,Yes,Yes,Yes,Yes
122,Yes,254.0,24.7148611547621,75.0,9.728336436077184,312.19140000000004,49.88841870585485,8.036578729843361,79.996,30.69190317642977,0.7114533333333336,Yes,Yes,Yes,Yes,Yes
123,Yes,367.0,16.783849275595095,75.0,1.5094975035291873,445.72884,52.981414703157,1.2653362823333414,79.672,20.543767190313908,0.6625833333333332,Yes,Yes,Yes,Yes,Yes
124,Yes,327.0,14.02224626457268,75.0,2.8702701816034595,392.38038,51.87414566881859,2.440877762435582,79.348,16.913633444327566,0.6137133333333332,Yes,Yes,Yes,Yes,Yes
125,Yes,301.0,10.917941699183716,75.0,0.5346126304612794,356.79336,51.04833526933995,0.4611301244043765,79.024,12.974663556475942,0.5648433333333333,Yes,Yes,Yes,Yes,Yes
126,Yes,364.0,5.501980993468651,75.0,2.391578476750447,426.1639200000001,52.59153357165614,2.0919136936136162,78.7,6.440398871714664,0.5159733333333335,Yes,Yes,Yes,Yes,Yes
127,Yes,317.0,9.682704619640207,75.0,8.470491932672383,366.51540000000006,51.28184454513696,7.512055770490503,78.376,11.161640923244054,0.46710333333333376,Yes,Yes,Yes,Yes,Yes
128,Yes,236.0,19.154635697333767,75.0,4.189262354659918,269.42232,48.60867143065717,3.766146856839266,78.052,21.738979145618043,0.41823333333333357,Yes,Yes,Yes,Yes,Yes
129,Yes,267.0,16.009809811480213,75.0,8.966221607384611,300.91968,49.56901182631479,8.169572817568488,77.728,17.884558540404548,0.3693633333333335,Yes,Yes,Yes,Yes,Yes
130,Yes,235.0,19.239772865464406,75.0,4.638734482587072,261.42810000000003,48.34704533122966,3.5871333753845835,77.404,21.149897515547714,0.4704933333333333,Yes,Yes,Yes,Yes,Yes
131,Yes,263.0,5.885397720406573,75.0,7.5042040485183445,288.74244,49.21021244264367,5.894177069908734,77.08,6.364822218710893,0.42162333333333335,Yes,Yes,Yes,Yes,Yes
132,Yes,390.0,14.18127133804796,75.0,5.849629211025033,422.48699999999997,52.51626700345977,4.665664258713567,80.756,15.083767446001334,0.42608666666666667,Yes,Yes,Yes,Yes,Yes
133,Yes,343.0,23.264146260266745,75.0,5.103734862221682,366.57096,51.283161137711986,4.132749304684007,80.432,29.448221619170848,0.5972166666666665,Yes,Yes,Yes,Yes,Yes
134,Yes,337.0,11.514786281737077,75.0,6.408435232323652,355.24518,51.01056388182245,5.267092917446811,80.108,14.370453279607874,0.5483466666666666,Yes,Yes,Yes,Yes,Yes
135,Yes,267.0,17.758000698932133,75.0,4.0040777634145455,325.62252,50.25428865981762,3.3396010585759015,79.784,21.84553729981233,0.6794766666666668,Yes,Yes,Yes,Yes,Yes
136,Yes,391.0,3.914226000702876,75.0,5.959768057029138,471.14718,53.46313192079531,5.043155729858057,79.46,4.74545103421214,0.6306066666666668,Yes,Yes,Yes,Yes,Yes
137,Yes,349.0,24.355523579720664,75.0,0.7166003488475858,415.44960000000003,52.37036690321966,0.6150939094333253,79.136,29.09364713691952,0.5817366666666667,Yes,Yes,Yes,Yes,Yes
138,Yes,309.0,15.61292000996716,75.0,6.658194888724096,363.32838000000004,51.20598644863954,5.795958650634327,78.812,18.372035234128557,0.5328666666666666,Yes,Yes,Yes,Yes,Yes
139,Yes,349.0,6.743139095863609,75.0,1.3940120357576027,405.27276,52.154948281137585,1.2304247233614478,78.488,7.814623898196336,0.48399666666666674,Yes,Yes,Yes,Yes,Yes
140,Yes,302.0,4.8010759313255775,75.0,2.987592638163345,346.29132,50.7888321166752,2.673297892628561,78.164,5.47841172371699,0.4351266666666666,Yes,Yes,Yes,Yes,Yes
141,Yes,292.0,14.220136168064078,75.0,8.52404568730733,330.56736,50.38519938811453,7.7308832361033835,77.84,15.972910152139658,0.3862566666666668,Yes,Yes,Yes,Yes,Yes
142,Yes,256.0,14.254033817289592,75.0,9.267815322638203,286.08000000000004,49.12974994231647,8.518049063036774,77.516,15.756979142984607,0.3373866666666667,Yes,Yes,Yes,Yes,Yes
143,Yes,235.0,3.237020830756541,75.0,3.990231441983458,259.18620000000004,48.27223748846195,3.1173683140495765,77.192,3.5206485959474296,0.4385166666666669,Yes,Yes,Yes,Yes,Yes
144,Yes,330.0,24.81417134548527,75.0,8.3358083634078,359.15220000000005,51.1055706212855,6.61363035552775,80.868,26.546200505400144,0.44297999999999993,Yes,Yes,Yes,Yes,Yes
145,Yes,326.0,22.91031708362003,75.0,3.329890530919816,350.04576000000003,50.882496430803116,2.682393317182458,80.544,24.101195365626605,0.3941100000000003,Yes,Yes,Yes,Yes,Yes
