spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached
759,1.0,392.0,11.766435375573918,75.0,4.156586682230062,572.456269,55.154846,20.074482,84.588,3.356817,1.4866779911799632,Yes,Yes,Yes,Yes,Yes,Yes
895,9.0,239.0,7.2826402380999,75.0,1.0646265210007688,349.023082,50.857083,12.424768,84.588,0.859782,1.4866775286799838,Yes,Yes,Yes,Yes,Yes,Yes
699,8.0,329.0,20.417049271343227,75.0,5.083031138985156,480.443964,53.632855,34.832349,84.5872,4.104899,1.486618475962884,Yes,Yes,Yes,Yes,Yes,Yes
631,4.0,330.0,3.484045054489399,75.0,4.760730640341691,481.90428,53.659216,5.943928,84.5872,3.844619,1.4866184562994744,Yes,Yes,Yes,Yes,Yes,Yes
503,7.0,343.0,21.87670495687452,75.0,3.178398048694669,500.877541,53.994631,37.321753,84.5864,2.56671,1.4865590366932686,Yes,Yes,Yes,Yes,Yes,Yes
435,3.0,341.0,16.19384138322437,75.0,9.369978212570857,497.956972,53.943836,27.626763,84.5864,7.566711,1.4865589307556597,Yes,Yes,Yes,Yes,Yes,Yes
239,2.0,382.0,14.582273485982483,75.0,2.777313279212841,557.81655,54.929828,24.876868,84.5856,2.242757,1.4864995530198528,Yes,Yes,Yes,Yes,Yes,Yes
307,6.0,248.0,20.931342869617534,75.0,6.428733315397462,362.142682,51.177594,35.708167,84.5856,5.19138,1.4864994547876846,Yes,Yes,Yes,Yes,Yes,Yes
375,10.0,217.0,5.555405491865909,75.0,3.445710784054564,316.874847,50.017755,9.477335,84.5856,2.782507,1.486499404031831,Yes,Yes,Yes,Yes,Yes,Yes
43,1.0,239.0,15.904655705731566,75.0,8.747254558360341,348.992849,50.856331,27.132204,84.5848,7.063469,1.4864399003904023,Yes,Yes,Yes,Yes,Yes,Yes
111,5.0,398.0,8.91528792589517,75.0,6.39582421117859,581.168008,55.286034,15.208843,84.5848,5.164673,1.486439845943268,Yes,Yes,Yes,Yes,Yes,Yes
179,9.0,240.0,11.928270804796025,75.0,5.603942239329045,350.45307,50.892597,20.348776,84.5848,4.525223,1.4864397904003444,Yes,Yes,Yes,Yes,Yes,Yes
932,1.0,287.0,8.42297722068309,75.0,9.251271650437234,419.001776,52.444317,14.366119,84.5776,7.468743,1.485903974378387,Yes,Yes,Yes,Yes,Yes,Yes
1000,5.0,352.0,18.2407092426985,75.0,5.662661335333666,513.897648,54.217533,31.111114,84.5776,4.571584,1.485903942590669,Yes,Yes,Yes,Yes,Yes,Yes
872,8.0,353.0,15.581749679700527,75.0,7.4778657501071155,515.346421,54.241985,26.575436,84.5768,6.036881,1.4858444430164155,Yes,Yes,Yes,Yes,Yes,Yes
804,4.0,286.0,18.64448763549547,75.0,6.930034068388109,417.532794,52.413812,31.799085,84.5768,5.594617,1.4858443488723996,Yes,Yes,Yes,Yes,Yes,Yes
608,3.0,297.0,7.59216801966782,75.0,3.2638988080582165,433.582355,52.741432,12.948526,84.576,2.634878,1.4857849229161806,Yes,Yes,Yes,Yes,Yes,Yes
676,7.0,399.0,11.161752791730487,75.0,5.805161265793361,582.489427,55.305761,19.036492,84.576,4.686387,1.485784853630317,Yes,Yes,Yes,Yes,Yes,Yes
480,6.0,219.0,6.105731336128146,75.0,7.8174924999460975,319.705316,50.094997,10.41316,84.5752,6.310738,1.4857253754173727,Yes,Yes,Yes,Yes,Yes,Yes
412,2.0,344.0,12.429903170158006,75.0,6.454477187148092,502.185519,54.017284,21.198864,84.5752,5.210432,1.4857253720238708,Yes,Yes,Yes,Yes,Yes,Yes
548,10.0,373.0,13.006296317349117,75.0,5.558203834016792,544.520926,54.720291,22.181887,84.5752,4.486908,1.4857253148941951,Yes,Yes,Yes,Yes,Yes,Yes
284,5.0,304.0,9.455702940047598,75.0,3.384166536384614,443.78224,52.943398,16.126087,84.5744,2.731827,1.4856659380117914,Yes,Yes,Yes,Yes,Yes,Yes
352,9.0,248.0,11.88745016533342,75.0,4.254566968933553,362.03288,51.17496,20.273274,84.5744,3.434448,1.4856657333702554,Yes,Yes,Yes,Yes,Yes,Yes
216,1.0,221.0,8.599867694401592,75.0,1.5714509497808622,322.61801,50.173772,14.666516,84.5744,1.268535,1.4856656911599817,Yes,Yes,Yes,Yes,Yes,Yes
156,8.0,352.0,6.849541745803321,75.0,1.2952936970118654,513.841988,54.216592,11.681189,84.5736,1.045583,1.4856066002702568,Yes,Yes,Yes,Yes,Yes,Yes
88,4.0,371.0,7.008829657888094,75.0,4.069155985730675,541.577777,54.673217,11.952838,84.5736,3.284693,1.4856062336178968,Yes,Yes,Yes,Yes,Yes,Yes
977,4.0,269.0,1.6809637095730623,75.0,6.775010506837818,392.603819,51.87909,2.866137,84.5664,5.467643,1.4850706714179076,Yes,Yes,Yes,Yes,Yes,Yes
781,3.0,319.0,11.30173343448001,75.0,8.15046629778704,465.568418,53.35967,19.269654,84.5656,6.577509,1.485010875515602,Yes,Yes,Yes,Yes,Yes,Yes
849,7.0,399.0,14.091385536271288,75.0,8.931412628137595,582.325388,55.303314,24.02606,84.5656,7.207741,1.4850108441941023,Yes,Yes,Yes,Yes,Yes,Yes
585,2.0,310.0,20.56088813800034,75.0,0.1727409695385823,452.423455,53.110902,35.055896,84.5648,0.1394,1.4849521838809283,Yes,Yes,Yes,Yes,Yes,Yes
721,10.0,382.0,24.190435676942737,75.0,5.095872190393128,557.502451,54.924936,41.244201,84.5648,4.112315,1.4849514039882608,Yes,Yes,Yes,Yes,Yes,Yes
653,6.0,262.0,18.369607720059083,75.0,2.025983669271514,382.370791,51.649694,31.319807,84.5648,1.634948,1.484951075126935,Yes,Yes,Yes,Yes,Yes,Yes
457,5.0,325.0,9.983224562452884,75.0,8.243383925479199,474.304634,53.521147,17.020816,84.564,6.652154,1.484891743806284,Yes,Yes,Yes,Yes,Yes,Yes
389,1.0,349.0,5.971776888319804,75.0,5.447241772905896,509.330207,54.139989,10.181531,84.564,4.395754,1.4848917290305097,Yes,Yes,Yes,Yes,Yes,Yes
525,9.0,297.0,11.6090604807467,75.0,7.124737043807457,433.441466,52.738609,19.792771,84.564,5.749441,1.4848916787737834,Yes,Yes,Yes,Yes,Yes,Yes
329,8.0,324.0,17.136179136424317,75.0,8.107188565124302,472.834989,53.494192,29.215536,84.5632,6.54208,1.4848322796725122,Yes,Yes,Yes,Yes,Yes,Yes
261,4.0,381.0,7.00235738578483,75.0,9.358539717706297,556.018922,54.901791,11.938345,84.5632,7.551856,1.4848321637567103,Yes,Yes,Yes,Yes,Yes,Yes
133,7.0,390.0,14.18127133804796,75.0,5.849629211025033,569.140894,55.104396,24.177165,84.5624,4.720226,1.4847727426525328,Yes,Yes,Yes,Yes,Yes,Yes
65,3.0,358.0,16.868393028480828,75.0,8.601021190307977,522.442154,54.360764,28.758346,84.5624,6.9404,1.484772631339868,Yes,Yes,Yes,Yes,Yes,Yes
5,10.0,270.0,5.30659704844968,75.0,7.694389006590671,394.01208,51.910191,9.046834,84.5616,6.208654,1.4847130730995377,Yes,Yes,Yes,Yes,Yes,Yes
954,3.0,314.0,4.951769917362979,75.0,5.171716762775481,458.142014,53.220002,8.440412,84.5552,4.172236,1.4842369268357358,Yes,Yes,Yes,Yes,Yes,Yes
826,6.0,263.0,7.079530364862817,75.0,4.932415492222317,383.722096,51.680336,12.066963,84.5544,3.97908,1.4841773849176114,Yes,Yes,Yes,Yes,Yes,Yes
758,2.0,276.0,17.932868206937933,75.0,3.6434261818529943,402.689347,52.099403,30.566328,84.5544,2.939226,1.484177325486154,Yes,Yes,Yes,Yes,Yes,Yes
894,10.0,381.0,14.48014505823153,75.0,4.580071316129202,555.886382,54.899721,24.681209,84.5544,3.694837,1.4841772762240004,Yes,Yes,Yes,Yes,Yes,Yes
698,9.0,384.0,19.50634752954372,75.0,1.1168114110615075,560.251296,54.967657,33.247562,84.5536,0.900931,1.4841181257034557,Yes,Yes,Yes,Yes,Yes,Yes
562,1.0,386.0,1.5005574165939717,75.0,6.55071459527404,563.169272,55.012779,2.557623,84.5536,5.284459,1.4841180688135325,Yes,Yes,Yes,Yes,Yes,Yes
630,5.0,254.0,2.484968802426417,75.0,3.00846212332152,370.582889,51.377707,4.235501,84.5536,2.426925,1.4841179089765435,Yes,Yes,Yes,Yes,Yes,Yes
434,4.0,370.0,7.600383989390877,75.0,6.901972530649981,539.813766,54.644879,12.954174,84.5528,5.567676,1.4840582980647952,Yes,Yes,Yes,Yes,Yes,Yes
502,8.0,399.0,1.1465389456878086,75.0,7.957155393065839,582.123494,55.300303,1.954173,84.5528,6.41887,1.4840582960714868,Yes,Yes,Yes,Yes,Yes,Yes
238,3.0,251.0,13.74799163557024,75.0,3.2838837448133127,366.190049,51.274131,23.431698,84.552,2.648972,1.4839986584960674,Yes,Yes,Yes,Yes,Yes,Yes
306,7.0,249.0,22.92368738756073,75.0,4.424996991002866,363.2722,51.204643,39.070501,84.552,3.569461,1.4839985360723955,Yes,Yes,Yes,Yes,Yes,Yes
42,2.0,271.0,8.329125863664649,75.0,7.522786202528532,395.359969,51.939854,14.195617,84.5512,6.068162,1.4839391877963828,Yes,Yes,Yes,Yes,Yes,Yes
178,10.0,311.0,14.042321511008153,75.0,8.560552915757832,453.715684,53.135676,23.932813,84.5512,6.905264,1.4839390906134933,Yes,Yes,Yes,Yes,Yes,Yes
110,6.0,396.0,21.585594265608464,75.0,5.461297479492385,577.721579,55.234372,36.789073,84.5512,4.405288,1.483939089315874,Yes,Yes,Yes,Yes,Yes,Yes
931,2.0,266.0,3.0691715596463847,75.0,5.892695042349595,387.989795,51.776406,5.229847,84.544,4.752172,1.483403261251637,Yes,Yes,Yes,Yes,Yes,Yes
999,6.0,334.0,8.501979981926393,75.0,6.7877075338436335,487.175156,53.753703,14.487314,84.544,5.473956,1.483403176550253,Yes,Yes,Yes,Yes,Yes,Yes
871,9.0,375.0,4.426707240701193,75.0,9.808640315562458,546.966234,54.75921,7.54291,84.5432,7.909988,1.4833436739410657,Yes,Yes,Yes,Yes,Yes,Yes
803,5.0,283.0,19.51603297863662,75.0,8.37351261912721,412.777185,52.314314,33.254442,84.5432,6.752657,1.483343670212827,Yes,Yes,Yes,Yes,Yes,Yes
735,1.0,380.0,22.727349015477788,75.0,4.498711460564377,554.259118,54.874257,38.72638,84.5432,3.627899,1.483343600515751,Yes,Yes,Yes,Yes,Yes,Yes
675,8.0,227.0,16.50459569760371,75.0,7.758068486073591,331.089715,50.398914,28.122462,84.5424,6.256183,1.4832841791529232,Yes,Yes,Yes,Yes,Yes,Yes
607,4.0,370.0,8.26769044333631,75.0,4.100574419939892,539.66165,54.642431,14.087459,84.5424,3.306744,1.4832841381723827,Yes,Yes,Yes,Yes,Yes,Yes
479,7.0,228.0,14.870044441356518,75.0,1.14578471981413,332.54105,50.436905,25.336758,84.5416,0.923948,1.4832249842697895,Yes,Yes,Yes,Yes,Yes,Yes
411,3.0,359.0,18.895966600815896,75.0,2.7235435314644505,523.606302,54.380097,32.196443,84.5416,2.196236,1.4832246652386505,Yes,Yes,Yes,Yes,Yes,Yes
351,10.0,239.0,4.255937168952077,75.0,4.438379399125178,348.577138,50.845978,7.251441,84.5408,3.578969,1.4831651700192772,Yes,Yes,Yes,Yes,Yes,Yes
283,6.0,321.0,15.569559955942385,75.0,4.832090982845177,468.172642,53.408121,26.528057,84.5408,3.896446,1.4831650625242725,Yes,Yes,Yes,Yes,Yes,Yes
215,2.0,220.0,10.12022554054372,75.0,4.515513163401899,320.865985,50.126474,17.243257,84.5408,3.641168,1.4831650001804717,Yes,Yes,Yes,Yes,Yes,Yes
155,9.0,308.0,24.52587118248101,75.0,3.2089295493399663,449.202638,53.048846,41.787258,84.54,2.587513,1.4831056194133814,Yes,Yes,Yes,Yes,Yes,Yes
19,1.0,223.0,5.424728089361961,75.0,6.533411376494552,325.234378,50.243929,9.242669,84.54,5.268202,1.483105494374568,Yes,Yes,Yes,Yes,Yes,Yes
87,5.0,253.0,8.735718000599197,75.0,0.5546931113704004,368.987882,51.340242,14.883944,84.54,0.447276,1.483104718852503,Yes,Yes,Yes,Yes,Yes,Yes
976,5.0,316.0,20.80567041583917,75.0,7.130223951734838,460.780298,53.269878,35.441662,84.5328,5.748112,1.4825696716240269,Yes,Yes,Yes,Yes,Yes,Yes
908,1.0,387.0,17.36630224601529,75.0,4.151186496458345,564.310048,55.030356,29.58283,84.5328,3.346527,1.482569591334646,Yes,Yes,Yes,Yes,Yes,Yes
848,8.0,229.0,20.73619070895728,75.0,8.281734419819772,333.912657,50.472658,35.322519,84.532,6.676244,1.4825101223754031,Yes,Yes,Yes,Yes,Yes,Yes
780,4.0,242.0,4.445844165910241,75.0,0.5957939385481785,352.868398,50.952255,7.573156,84.532,0.480294,1.482509705778016,Yes,Yes,Yes,Yes,Yes,Yes
652,7.0,211.0,7.819527373074729,75.0,4.774974855820224,307.659575,49.761409,13.319671,84.5312,3.849203,1.4824505476502636,Yes,Yes,Yes,Yes,Yes,Yes
584,3.0,293.0,20.654766436596447,75.0,5.8864228428370495,427.223959,52.613112,35.183035,84.5312,4.745164,1.4824505356882691,Yes,Yes,Yes,Yes,Yes,Yes
456,6.0,329.0,16.962588713447413,75.0,2.099000871725121,479.705236,53.619489,28.893188,84.5304,1.692003,1.482391179826288,Yes,Yes,Yes,Yes,Yes,Yes
388,2.0,368.0,19.363777021326023,75.0,9.263178643038442,536.56999,54.592528,32.983247,84.5304,7.467043,1.482390998175989,Yes,Yes,Yes,Yes,Yes,Yes
524,10.0,227.0,12.655880917383907,75.0,0.7496079793581261,330.982032,50.396088,21.557367,84.5304,0.604259,1.4823904215965062,Yes,Yes,Yes,Yes,Yes,Yes
260,5.0,218.0,11.183414523061543,75.0,3.945382963959618,317.852502,50.044513,19.04882,84.5296,3.180289,1.4823315163988515,Yes,Yes,Yes,Yes,Yes,Yes
328,9.0,304.0,17.147881164970084,75.0,3.250347427414941,443.243856,52.932854,29.208155,84.5296,2.620036,1.4823314368017282,Yes,Yes,Yes,Yes,Yes,Yes
192,1.0,363.0,20.697941241029323,75.0,0.931990299858194,529.268157,54.473515,35.255007,84.5296,0.751258,1.482330969102064,Yes,Yes,Yes,Yes,Yes,Yes
64,4.0,360.0,16.001392171941326,75.0,0.1254282097218569,524.882655,54.401244,27.254722,84.5288,0.101102,1.4822752474323764,Yes,Yes,Yes,Yes,Yes,Yes
132,8.0,263.0,5.885397720406573,75.0,7.504204048518344,383.45594,51.674309,10.024433,84.5288,6.048824,1.4822719792271708,Yes,Yes,Yes,Yes,Yes,Yes
953,4.0,325.0,4.672371203444814,75.0,8.87572486854662,473.759894,53.511166,7.956723,84.5216,7.152695,1.48173618051978,Yes,Yes,Yes,Yes,Yes,Yes
825,7.0,207.0,14.03273674370046,75.0,4.882488598018439,301.742063,49.592717,23.896241,84.5208,3.934558,1.4816766086502422,Yes,Yes,Yes,Yes,Yes,Yes
757,3.0,290.0,4.33102460363647,75.0,9.733885250960029,422.730426,52.52127,7.375269,84.5208,7.844061,1.4816765682257451,Yes,Yes,Yes,Yes,Yes,Yes
697,10.0,356.0,20.95228136053901,75.0,3.189713378819934,518.926782,54.302122,35.678686,84.52,2.570368,1.481616907183166,Yes,Yes,Yes,Yes,Yes,Yes
561,2.0,288.0,3.7641609439311576,75.0,2.1466367629463035,419.805936,52.460972,6.409818,84.52,1.729825,1.4816169016700471,Yes,Yes,Yes,Yes,Yes,Yes
629,6.0,372.0,4.620665840695326,75.0,5.626655639657714,542.249334,54.683981,7.868321,84.52,4.53413,1.4816168284749622,Yes,Yes,Yes,Yes,Yes,Yes
365,1.0,322.0,9.89271900962645,75.0,0.4307865866988545,469.356176,53.430051,16.845485,84.5192,0.347132,1.481557349983233,Yes,Yes,Yes,Yes,Yes,Yes
501,9.0,290.0,9.1557917626542,75.0,3.4448742061266344,422.712084,52.520893,15.590633,84.5192,2.775913,1.4815573261905548,Yes,Yes,Yes,Yes,Yes,Yes
433,5.0,202.0,2.576373599682734,75.0,9.659714270394986,294.440831,49.379961,4.387091,84.5192,7.78389,1.4815573092318208,Yes,Yes,Yes,Yes,Yes,Yes
237,4.0,376.0,4.493675096785562,75.0,5.699946038974026,548.05619,54.776502,7.651734,84.5184,4.592953,1.4814980403471616,Yes,Yes,Yes,Yes,Yes,Yes
305,8.0,263.0,13.74045696886684,75.0,7.350285051703945,383.347814,51.67186,23.396955,84.5184,5.922778,1.481497886780902,Yes,Yes,Yes,Yes,Yes,Yes
109,7.0,283.0,17.08320422850845,75.0,0.3367115341624433,412.490789,52.308285,29.088265,84.5176,0.271311,1.4814396612638936,Yes,Yes,Yes,Yes,Yes,Yes
41,3.0,287.0,24.76075025120315,75.0,3.781507365827358,418.321047,52.430194,42.161135,84.5176,3.047018,1.481438468961384,Yes,Yes,Yes,Yes,Yes,Yes
998,7.0,394.0,15.559846307695272,75.0,6.199477454226837,574.16832,55.180785,26.489068,84.5104,4.994187,1.4809024828436752,Yes,Yes,Yes,Yes,Yes,Yes
930,3.0,290.0,15.6867607028925,75.0,4.3848227605542505,422.6112,52.51882,26.705127,84.5104,3.532334,1.4809024799786397,Yes,Yes,Yes,Yes,Yes,Yes
734,2.0,239.0,7.546991190192559,75.0,1.2463192807590813,348.282362,50.83863,12.847704,84.5096,1.003986,1.4808432789140418,Yes,Yes,Yes,Yes,Yes,Yes
870,10.0,277.0,23.866945510710583,75.0,3.229009121471626,403.6578,52.120267,40.63016,84.5096,2.601164,1.480843101618067,Yes,Yes,Yes,Yes,Yes,Yes
802,6.0,316.0,16.078167099415754,75.0,4.619732998245564,460.490486,53.264413,27.370846,84.5096,3.721478,1.4808428517348302,Yes,Yes,Yes,Yes,Yes,Yes
674,9.0,397.0,13.633440153620176,75.0,2.17288544651727,578.51505,55.246293,23.208521,84.5088,1.750347,1.4807835216093386,Yes,Yes,Yes,Yes,Yes,Yes
606,5.0,307.0,11.612993532070837,75.0,8.119286849650216,447.365542,53.013251,19.769068,84.5088,6.540414,1.480783470247558,Yes,Yes,Yes,Yes,Yes,Yes
538,1.0,302.0,8.234064688442482,75.0,3.746684082990231,440.079458,52.870622,14.017039,84.5088,3.018106,1.4807833443998155,Yes,Yes,Yes,Yes,Yes,Yes
478,8.0,202.0,9.439508456635576,75.0,1.092019578492558,294.351395,49.377322,16.068736,84.508,0.879643,1.4807242651128147,Yes,Yes,Yes,Yes,Yes,Yes
410,4.0,317.0,13.62605263834881,75.0,8.959287085714164,461.927685,53.29148,23.195428,84.508,7.216883,1.480723894332858,Yes,Yes,Yes,Yes,Yes,Yes
282,7.0,400.0,20.17264286818237,75.0,0.2972870998966708,582.8614,55.311306,34.338826,84.5072,0.239464,1.4806659771974615,Yes,Yes,Yes,Yes,Yes,Yes
214,3.0,345.0,21.6242124200384,75.0,2.8223195133399965,502.717958,54.026488,36.809756,84.5072,2.273376,1.4806642513402275,Yes,Yes,Yes,Yes,Yes,Yes
154,10.0,374.0,21.033374693840663,75.0,4.550710802629186,544.963581,54.72735,35.803206,84.5064,3.665499,1.480604829945611,Yes,Yes,Yes,Yes,Yes,Yes
18,2.0,207.0,11.571251155264246,75.0,7.655918898148926,301.624228,49.589324,19.696691,84.5064,6.166677,1.4806047857402804,Yes,Yes,Yes,Yes,Yes,Yes
86,6.0,290.0,11.36868793985854,75.0,5.20616389375923,422.565344,52.517878,19.351886,84.5064,4.193453,1.480604662068547,Yes,Yes,Yes,Yes,Yes,Yes
975,6.0,379.0,14.526832826351098,75.0,9.432469143754664,552.141318,54.841005,24.722748,84.4992,7.595893,1.480068868031669,Yes,Yes,Yes,Yes,Yes,Yes
907,2.0,311.0,3.106977786513545,75.0,7.450857814725006,453.076385,53.123429,5.287665,84.4992,6.000117,1.4800687973767122,Yes,Yes,Yes,Yes,Yes,Yes
