spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,scalarization
19,2.0,223.0,5.424728089361961,75.0,6.533411376494552,28907.011345,89.220064,159.954165,86.04,0.198,94.763058,Yes,Yes,Yes,Yes,Yes,cosine+llm
20,5.0,255.0,2.233041212405868,75.0,6.467230237681712,28907.011345,89.220064,159.954165,86.04,0.198,87.997154,Yes,Yes,Yes,Yes,Yes,cosine+llm
21,6.0,259.0,23.58552632243448,75.0,3.170677984631741,28907.011345,89.220064,159.954165,86.04,0.198,113.551259,Yes,Yes,Yes,Yes,Yes,cosine+llm
22,6.0,329.0,12.465500494376505,75.0,4.431111826200693,28907.011345,89.220064,159.954165,86.04,0.198,127.738547,Yes,Yes,Yes,Yes,Yes,cosine+llm
23,4.0,354.0,20.730775487186328,75.0,9.538936969489116,17088.92558,84.654295,392.413802,81.365,0.057,261.764056,Yes,Yes,Yes,Yes,Yes,cosine+llm
24,8.0,206.0,10.616978614046555,75.0,2.462510143021262,28907.011345,89.220064,159.954165,86.04,0.198,94.360017,Yes,Yes,Yes,Yes,Yes,cosine+llm
25,5.0,343.0,2.777972086135355,75.0,2.5203495618217184,28907.011345,89.220064,159.954165,86.04,0.198,83.026847,Yes,Yes,Yes,Yes,Yes,cosine+llm
26,5.0,250.0,16.10669696684796,75.0,9.25381476805648,28907.011345,89.220064,159.954165,86.04,0.198,150.669334,Yes,Yes,Yes,Yes,Yes,cosine+llm
27,3.0,383.0,2.2866177830207954,75.0,1.248267157289246,28907.011345,89.220064,159.954165,86.04,0.198,123.169004,Yes,Yes,Yes,Yes,Yes,cosine+llm
28,6.0,366.0,4.580742027367724,75.0,6.16173826476515,28907.011345,89.220064,159.954165,86.04,0.198,105.043163,Yes,Yes,Yes,Yes,Yes,cosine+llm
29,4.0,379.0,14.508150330029542,75.0,0.6447833348957562,16579.370018,84.39136,415.15808,80.445,0.053,132.672287,Yes,Yes,Yes,Yes,Yes,cosine+llm
30,2.0,339.0,8.292052284213465,75.0,6.694187830707175,28907.011345,89.220064,159.954165,86.04,0.198,120.082759,Yes,Yes,Yes,Yes,Yes,cosine+llm
31,8.0,307.0,24.854034945045285,75.0,6.614718369636804,28907.011345,89.220064,159.954165,86.04,0.198,92.470642,Yes,Yes,Yes,Yes,Yes,cosine+llm
32,3.0,256.0,3.842837493075078,75.0,1.83889444606368,28907.011345,89.220064,159.954165,86.04,0.198,162.069863,Yes,Yes,Yes,Yes,Yes,cosine+llm
33,8.0,314.0,19.34664268782866,75.0,0.225383218439042,28907.011345,89.220064,159.954165,86.04,0.198,83.512955,Yes,Yes,Yes,Yes,Yes,cosine+llm
34,3.0,350.0,15.551623629831107,75.0,1.4583967942360505,28907.011345,89.220064,159.954165,86.04,0.198,83.038125,Yes,Yes,Yes,Yes,Yes,cosine+llm
35,8.0,271.0,19.977779916242067,75.0,0.2123709710087101,28907.011345,89.220064,159.954165,86.04,0.198,142.378891,Yes,Yes,Yes,Yes,Yes,cosine+llm
36,5.0,201.0,6.416491289560831,75.0,5.014488031974885,28907.011345,89.220064,159.954165,86.04,0.198,108.482763,Yes,Yes,Yes,Yes,Yes,cosine+llm
37,9.0,394.0,13.541740843125227,75.0,3.5323807640206293,16055.972695,84.112732,441.88309,79.525,0.049,128.088117,Yes,Yes,Yes,Yes,Yes,cosine+llm
38,2.0,240.0,11.812347157330102,75.0,5.220506140228899,28907.011345,89.220064,159.954165,86.04,0.198,138.117572,Yes,Yes,Yes,Yes,Yes,cosine+llm
39,8.0,378.0,11.62530409646388,75.0,8.242818039920767,28907.011345,89.220064,159.954165,86.04,0.198,111.688653,Yes,Yes,Yes,Yes,Yes,cosine+llm
40,5.0,308.0,21.64399997982832,75.0,2.666544919110337,28907.011345,89.220064,159.954165,86.04,0.198,117.794893,Yes,Yes,Yes,Yes,Yes,cosine+llm
41,8.0,287.0,24.76075025120315,75.0,3.781507365827358,28907.011345,89.220064,159.954165,86.04,0.198,144.12555,Yes,Yes,Yes,Yes,Yes,cosine+llm
42,7.0,271.0,8.329125863664649,75.0,7.522786202528532,17585.686576,84.903187,372.787004,82.285,0.061,184.538909,Yes,Yes,Yes,Yes,Yes,cosine+llm
43,9.0,239.0,15.904655705731566,75.0,8.747254558360341,17088.92558,84.654295,392.413802,81.365,0.057,163.263433,Yes,Yes,Yes,Yes,Yes,cosine+llm
44,5.0,255.0,15.631141893883129,75.0,7.356064791794912,28907.011345,89.220064,159.954165,86.04,0.198,105.132561,Yes,Yes,Yes,Yes,Yes,cosine+llm
45,3.0,395.0,18.76214333162908,75.0,1.268761530795394,28907.011345,89.220064,159.954165,86.04,0.198,145.003409,Yes,Yes,Yes,Yes,Yes,cosine+llm
46,5.0,286.0,23.742164807809072,75.0,9.008984523196718,28907.011345,89.220064,159.954165,86.04,0.198,91.688634,Yes,Yes,Yes,Yes,Yes,cosine+llm
47,6.0,226.0,5.986909739765232,75.0,3.4166091605303257,28907.011345,89.220064,159.954165,86.04,0.198,119.465518,Yes,Yes,Yes,Yes,Yes,cosine+llm
48,3.0,223.0,6.064604687329432,75.0,4.350313236509322,28907.011345,89.220064,159.954165,86.04,0.198,134.145397,Yes,Yes,Yes,Yes,Yes,cosine+llm
49,8.0,297.0,16.85027529260888,75.0,5.286156693341827,28907.011345,89.220064,159.954165,86.04,0.198,121.703874,Yes,Yes,Yes,Yes,Yes,cosine+llm
50,4.0,224.0,4.769370241141052,75.0,2.703201543182135,17088.92558,84.654295,392.413802,81.365,0.057,231.243874,Yes,Yes,Yes,Yes,Yes,cosine+llm
51,6.0,291.0,5.171525159834427,75.0,9.753000819003963,28907.011345,89.220064,159.954165,86.04,0.198,79.183696,Yes,Yes,Yes,Yes,Yes,cosine+llm
52,10.0,288.0,2.80155685362803,75.0,6.312575045697342,16579.370018,84.39136,415.15808,80.445,0.053,122.563968,Yes,Yes,Yes,Yes,Yes,cosine+llm
53,8.0,354.0,1.0642173424692576,75.0,5.011860932457879,28907.011345,89.220064,159.954165,86.04,0.198,110.544164,Yes,Yes,Yes,Yes,Yes,cosine+llm
54,8.0,267.0,11.812088910824858,75.0,5.156740606317122,28907.011345,89.220064,159.954165,86.04,0.198,112.629006,Yes,Yes,Yes,Yes,Yes,cosine+llm
55,3.0,211.0,15.251468682869518,75.0,0.6488471973399739,28907.011345,89.220064,159.954165,86.04,0.198,100.937036,Yes,Yes,Yes,Yes,Yes,cosine+llm
56,8.0,386.0,7.990222936744662,75.0,8.607661848605966,28907.011345,89.220064,159.954165,86.04,0.198,83.252867,Yes,Yes,Yes,Yes,Yes,cosine+llm
57,3.0,317.0,6.55542962934462,75.0,1.7521257872887628,28907.011345,89.220064,159.954165,86.04,0.198,146.491391,Yes,Yes,Yes,Yes,Yes,cosine+llm
58,3.0,337.0,17.9669399170968,75.0,1.657368812901148,28907.011345,89.220064,159.954165,86.04,0.198,130.800748,Yes,Yes,Yes,Yes,Yes,cosine+llm
59,8.0,231.0,17.87170139424921,75.0,7.75595663725405,28907.011345,89.220064,159.954165,86.04,0.198,99.041743,Yes,Yes,Yes,Yes,Yes,cosine+llm
60,4.0,296.0,11.896751833769038,75.0,8.953257359428195,16579.370018,84.39136,415.15808,80.445,0.053,102.967117,Yes,Yes,Yes,Yes,Yes,cosine+llm
61,5.0,220.0,17.497238081709824,75.0,6.773792272474661,28907.011345,89.220064,159.954165,86.04,0.198,111.614342,Yes,Yes,Yes,Yes,Yes,cosine+llm
62,8.0,341.0,23.17386506758117,75.0,1.24180267498794,28907.011345,89.220064,159.954165,86.04,0.198,128.045921,Yes,Yes,Yes,Yes,Yes,cosine+llm
63,2.0,275.0,19.90787263952156,75.0,7.433721628318477,28907.011345,89.220064,159.954165,86.04,0.198,105.179202,Yes,Yes,Yes,Yes,Yes,cosine+llm
64,4.0,360.0,16.001392171941326,75.0,0.1254282097218569,19007.901427,85.578683,327.087662,85.045,0.073,114.809378,Yes,Yes,Yes,Yes,Yes,cosine+llm
65,5.0,358.0,16.868393028480828,75.0,8.601021190307977,28907.011345,89.220064,159.954165,86.04,0.198,160.068677,Yes,Yes,Yes,Yes,Yes,cosine+llm
66,6.0,292.0,23.40804300269232,75.0,0.22165192306831,28907.011345,89.220064,159.954165,86.04,0.198,83.17317,Yes,Yes,Yes,Yes,Yes,cosine+llm
67,5.0,347.0,11.20333518650108,75.0,0.5552171459083955,28907.011345,89.220064,159.954165,86.04,0.198,86.841201,Yes,Yes,Yes,Yes,Yes,cosine+llm
68,7.0,249.0,14.069497089053888,75.0,3.703367313679284,16055.972695,84.112732,441.88309,79.525,0.049,419.494799,Yes,Yes,Yes,Yes,Yes,cosine+llm
69,3.0,380.0,16.54323336165954,75.0,9.210242798073876,28907.011345,89.220064,159.954165,86.04,0.198,92.873012,Yes,Yes,Yes,Yes,Yes,cosine+llm
70,5.0,217.0,22.801874685102543,75.0,1.871713244307672,28907.011345,89.220064,159.954165,86.04,0.198,140.993341,Yes,Yes,Yes,Yes,Yes,cosine+llm
71,1.0,211.0,20.83914783160143,75.0,9.607387239404794,16055.972695,84.112732,441.88309,79.525,0.049,120.796768,Yes,Yes,Yes,Yes,Yes,cosine+llm
72,5.0,369.0,2.713836084539539,75.0,0.4500993823510503,28907.011345,89.220064,159.954165,86.04,0.198,102.949183,Yes,Yes,Yes,Yes,Yes,cosine+llm
73,3.0,258.0,4.982146941297392,75.0,8.050843315929784,28907.011345,89.220064,159.954165,86.04,0.198,121.870963,Yes,Yes,Yes,Yes,Yes,cosine+llm
74,5.0,397.0,8.38268350274158,75.0,7.168805936221717,28907.011345,89.220064,159.954165,86.04,0.198,109.248014,Yes,Yes,Yes,Yes,Yes,cosine+llm
75,7.0,274.0,18.97498532967096,75.0,6.591462614772888,17585.686576,84.903187,372.787004,82.285,0.061,363.471807,Yes,Yes,Yes,Yes,Yes,cosine+llm
76,5.0,220.0,14.660969183658215,75.0,2.3227016067939985,28907.011345,89.220064,159.954165,86.04,0.198,86.241115,Yes,Yes,Yes,Yes,Yes,cosine+llm
77,9.0,259.0,7.926654119340202,75.0,2.557805515236708,16579.370018,84.39136,415.15808,80.445,0.053,173.648338,Yes,Yes,Yes,Yes,Yes,cosine+llm
78,3.0,225.0,3.984487796192997,75.0,9.16696217232086,28907.011345,89.220064,159.954165,86.04,0.198,86.754948,Yes,Yes,Yes,Yes,Yes,cosine+llm
79,9.0,297.0,17.52827178909025,75.0,3.267357861887319,17088.92558,84.654295,392.413802,81.365,0.057,180.534422,Yes,Yes,Yes,Yes,Yes,cosine+llm
80,5.0,271.0,17.793608439417216,75.0,8.277370255970075,28907.011345,89.220064,159.954165,86.04,0.198,112.143652,Yes,Yes,Yes,Yes,Yes,cosine+llm
81,2.0,316.0,23.62422977785698,75.0,5.758206029912836,28907.011345,89.220064,159.954165,86.04,0.198,83.060736,Yes,Yes,Yes,Yes,Yes,cosine+llm
82,3.0,362.0,13.011332250830216,75.0,1.2820692037806312,28907.011345,89.220064,159.954165,86.04,0.198,148.811681,Yes,Yes,Yes,Yes,Yes,cosine+llm
83,2.0,293.0,12.851085264282023,75.0,6.7659245955140594,28907.011345,89.220064,159.954165,86.04,0.198,86.504242,Yes,Yes,Yes,Yes,Yes,cosine+llm
84,9.0,241.0,2.9306044455832234,75.0,0.6214542759620323,16579.370018,84.39136,415.15808,80.445,0.053,160.8113,Yes,Yes,Yes,Yes,Yes,cosine+llm
85,5.0,294.0,1.9566588204067128,75.0,2.309532103411453,28907.011345,89.220064,159.954165,86.04,0.198,125.103262,Yes,Yes,Yes,Yes,Yes,cosine+llm
86,4.0,290.0,11.36868793985854,75.0,5.20616389375923,16055.972695,84.112732,441.88309,79.525,0.049,112.379812,Yes,Yes,Yes,Yes,Yes,cosine+llm
87,8.0,253.0,8.735718000599197,75.0,0.5546931113704004,28907.011345,89.220064,159.954165,86.04,0.198,115.068779,Yes,Yes,Yes,Yes,Yes,cosine+llm
88,5.0,371.0,7.008829657888094,75.0,4.069155985730675,28907.011345,89.220064,159.954165,86.04,0.198,102.078026,Yes,Yes,Yes,Yes,Yes,cosine+llm
89,4.0,268.0,3.191845279143645,75.0,8.782213258031252,16579.370018,84.39136,415.15808,80.445,0.053,151.795559,Yes,Yes,Yes,Yes,Yes,cosine+llm
90,7.0,379.0,24.08586645262808,75.0,8.673719076773807,17088.92558,84.654295,392.413802,81.365,0.057,96.047449,Yes,Yes,Yes,Yes,Yes,cosine+llm
91,2.0,374.0,21.06300673374835,75.0,7.757922047108266,28907.011345,89.220064,159.954165,86.04,0.198,101.434487,Yes,Yes,Yes,Yes,Yes,cosine+llm
92,2.0,365.0,14.80477862127833,75.0,3.1759079630693727,28907.011345,89.220064,159.954165,86.04,0.198,114.366847,Yes,Yes,Yes,Yes,Yes,cosine+llm
93,6.0,218.0,23.818870667352456,75.0,0.9552166720897316,28907.011345,89.220064,159.954165,86.04,0.198,150.283904,Yes,Yes,Yes,Yes,Yes,cosine+llm
94,5.0,355.0,24.989738005058832,75.0,4.621787141851297,28907.011345,89.220064,159.954165,86.04,0.198,91.293186,Yes,Yes,Yes,Yes,Yes,cosine+llm
95,6.0,362.0,17.134758023277744,75.0,3.752301655610237,28907.011345,89.220064,159.954165,86.04,0.198,103.986191,Yes,Yes,Yes,Yes,Yes,cosine+llm
96,8.0,243.0,7.468264623209293,75.0,2.9867913974947227,28907.011345,89.220064,159.954165,86.04,0.198,102.726393,Yes,Yes,Yes,Yes,Yes,cosine+llm
97,3.0,336.0,1.965560155470788,75.0,7.866621451144681,28907.011345,89.220064,159.954165,86.04,0.198,122.122218,Yes,Yes,Yes,Yes,Yes,cosine+llm
98,5.0,386.0,19.15045192990137,75.0,7.42180226866084,28907.011345,89.220064,159.954165,86.04,0.198,82.714364,Yes,Yes,Yes,Yes,Yes,cosine+llm
99,3.0,262.0,12.292019758039206,75.0,2.5015815361803337,28907.011345,89.220064,159.954165,86.04,0.198,121.769795,Yes,Yes,Yes,Yes,Yes,cosine+llm
100,6.0,241.0,16.636227746408473,75.0,3.7459089141915753,28907.011345,89.220064,159.954165,86.04,0.198,110.840672,Yes,Yes,Yes,Yes,Yes,cosine+llm
101,2.0,318.0,22.98574691024242,75.0,9.721391676994196,28907.011345,89.220064,159.954165,86.04,0.198,125.45757,Yes,Yes,Yes,Yes,Yes,cosine+llm
102,1.0,297.0,5.355739533355022,75.0,9.978092451012666,16055.972695,84.112732,441.88309,79.525,0.049,131.072596,Yes,Yes,Yes,Yes,Yes,cosine+llm
103,2.0,269.0,15.047911006668503,75.0,7.781270963957027,28907.011345,89.220064,159.954165,86.04,0.198,105.188643,Yes,Yes,Yes,Yes,Yes,cosine+llm
104,9.0,363.0,16.234833266898086,75.0,7.35138703371874,17088.92558,84.654295,392.413802,81.365,0.057,111.542861,Yes,Yes,Yes,Yes,Yes,cosine+llm
105,8.0,376.0,12.80141925258432,75.0,5.510936501836583,28907.011345,89.220064,159.954165,86.04,0.198,127.768464,Yes,Yes,Yes,Yes,Yes,cosine+llm
106,6.0,342.0,3.1898177510518524,75.0,7.980138057669671,28907.011345,89.220064,159.954165,86.04,0.198,111.390098,Yes,Yes,Yes,Yes,Yes,cosine+llm
107,8.0,256.0,9.351065351071613,75.0,1.5906071302528753,28907.011345,89.220064,159.954165,86.04,0.198,117.85257,Yes,Yes,Yes,Yes,Yes,cosine+llm
108,3.0,375.0,8.99940144796221,75.0,9.3307355721247,28907.011345,89.220064,159.954165,86.04,0.198,90.072192,Yes,Yes,Yes,Yes,Yes,cosine+llm
109,2.0,283.0,17.08320422850845,75.0,0.3367115341624433,28907.011345,89.220064,159.954165,86.04,0.198,128.39046,Yes,Yes,Yes,Yes,Yes,cosine+llm
110,6.0,396.0,21.585594265608464,75.0,5.461297479492385,28907.011345,89.220064,159.954165,86.04,0.198,122.333607,Yes,Yes,Yes,Yes,Yes,cosine+llm
111,6.0,398.0,8.91528792589517,75.0,6.39582421117859,28907.011345,89.220064,159.954165,86.04,0.198,92.231243,Yes,Yes,Yes,Yes,Yes,cosine+llm
112,3.0,214.0,17.64816817560238,75.0,6.965261982264119,28907.011345,89.220064,159.954165,86.04,0.198,85.617563,Yes,Yes,Yes,Yes,Yes,cosine+llm
113,1.0,258.0,7.917227088674938,75.0,0.1949887187391785,19461.71676,85.783623,315.030758,85.965,0.077,74.40164,Yes,Yes,Yes,Yes,Yes,cosine+llm
114,6.0,208.0,23.684644949517057,75.0,3.4166719452625074,28907.011345,89.220064,159.954165,86.04,0.198,119.409343,Yes,Yes,Yes,Yes,Yes,cosine+llm
115,5.0,280.0,20.525584833711346,75.0,7.613398616815418,28907.011345,89.220064,159.954165,86.04,0.198,92.712049,Yes,Yes,Yes,Yes,Yes,cosine+llm
116,5.0,302.0,14.20231861532279,75.0,3.825120821633632,28907.011345,89.220064,159.954165,86.04,0.198,153.700118,Yes,Yes,Yes,Yes,Yes,cosine+llm
117,10.0,268.0,11.915821806441508,75.0,7.407018335904397,17088.92558,84.654295,392.413802,81.365,0.057,145.501373,Yes,Yes,Yes,Yes,Yes,cosine+llm
118,4.0,216.0,8.548411772084032,75.0,3.1443553114615024,16579.370018,84.39136,415.15808,80.445,0.053,211.035581,Yes,Yes,Yes,Yes,Yes,cosine+llm
119,8.0,254.0,8.758570870623872,75.0,2.131424291768397,28907.011345,89.220064,159.954165,86.04,0.198,128.072085,Yes,Yes,Yes,Yes,Yes,cosine+llm
120,5.0,345.0,24.28443344340585,75.0,9.832845844759488,28907.011345,89.220064,159.954165,86.04,0.198,99.261229,Yes,Yes,Yes,Yes,Yes,cosine+llm
121,4.0,383.0,10.700201368017895,75.0,4.256176835828169,17585.686576,84.903187,372.787004,82.285,0.061,389.431609,Yes,Yes,Yes,Yes,Yes,cosine+llm
122,3.0,280.0,13.350310055898523,75.0,9.615732102788696,28907.011345,89.220064,159.954165,86.04,0.198,83.838519,Yes,Yes,Yes,Yes,Yes,cosine+llm
123,2.0,254.0,24.7148611547621,75.0,9.728336436077184,28907.011345,89.220064,159.954165,86.04,0.198,103.020378,Yes,Yes,Yes,Yes,Yes,cosine+llm
124,10.0,367.0,16.783849275595095,75.0,1.509497503529187,17088.92558,84.654295,392.413802,81.365,0.057,289.956066,Yes,Yes,Yes,Yes,Yes,cosine+llm
125,1.0,327.0,14.02224626457268,75.0,2.8702701816034595,16579.370018,84.39136,415.15808,80.445,0.053,141.761045,Yes,Yes,Yes,Yes,Yes,cosine+llm
126,10.0,301.0,10.917941699183716,75.0,0.5346126304612794,16579.370018,84.39136,415.15808,80.445,0.053,302.249916,Yes,Yes,Yes,Yes,Yes,cosine+llm
127,5.0,364.0,5.501980993468651,75.0,2.391578476750447,28907.011345,89.220064,159.954165,86.04,0.198,149.759588,Yes,Yes,Yes,Yes,Yes,cosine+llm
128,6.0,317.0,9.682704619640209,75.0,8.470491932672383,28907.011345,89.220064,159.954165,86.04,0.198,152.691947,Yes,Yes,Yes,Yes,Yes,cosine+llm
129,5.0,236.0,19.154635697333767,75.0,4.189262354659918,28907.011345,89.220064,159.954165,86.04,0.198,96.921816,Yes,Yes,Yes,Yes,Yes,cosine+llm
130,7.0,267.0,16.009809811480213,75.0,8.966221607384611,16579.370018,84.39136,415.15808,80.445,0.053,205.499522,Yes,Yes,Yes,Yes,Yes,cosine+llm
131,3.0,235.0,19.239772865464406,75.0,4.638734482587072,28907.011345,89.220064,159.954165,86.04,0.198,88.345914,Yes,Yes,Yes,Yes,Yes,cosine+llm
132,5.0,263.0,5.885397720406573,75.0,7.504204048518344,28907.011345,89.220064,159.954165,86.04,0.198,94.754662,Yes,Yes,Yes,Yes,Yes,cosine+llm
133,2.0,390.0,14.18127133804796,75.0,5.849629211025033,28907.011345,89.220064,159.954165,86.04,0.198,175.313444,Yes,Yes,Yes,Yes,Yes,cosine+llm
134,3.0,343.0,23.264146260266745,75.0,5.103734862221682,28907.011345,89.220064,159.954165,86.04,0.198,117.122301,Yes,Yes,Yes,Yes,Yes,cosine+llm
135,8.0,337.0,11.514786281737075,75.0,6.408435232323652,28907.011345,89.220064,159.954165,86.04,0.198,132.921967,Yes,Yes,Yes,Yes,Yes,cosine+llm
136,8.0,267.0,17.758000698932133,75.0,4.0040777634145455,28907.011345,89.220064,159.954165,86.04,0.198,84.869315,Yes,Yes,Yes,Yes,Yes,cosine+llm
137,6.0,391.0,3.914226000702876,75.0,5.959768057029138,28907.011345,89.220064,159.954165,86.04,0.198,118.357154,Yes,Yes,Yes,Yes,Yes,cosine+llm
138,10.0,349.0,24.355523579720664,75.0,0.7166003488475858,16055.972695,84.112732,441.88309,79.525,0.049,202.26633,Yes,Yes,Yes,Yes,Yes,cosine+llm
139,8.0,309.0,15.61292000996716,75.0,6.658194888724096,28907.011345,89.220064,159.954165,86.04,0.198,138.328417,Yes,Yes,Yes,Yes,Yes,cosine+llm
140,2.0,349.0,6.743139095863609,75.0,1.394012035757603,28907.011345,89.220064,159.954165,86.04,0.198,134.40137,Yes,Yes,Yes,Yes,Yes,cosine+llm
141,3.0,302.0,4.8010759313255775,75.0,2.987592638163345,28907.011345,89.220064,159.954165,86.04,0.198,116.443058,Yes,Yes,Yes,Yes,Yes,cosine+llm
142,2.0,292.0,14.220136168064078,75.0,8.52404568730733,28907.011345,89.220064,159.954165,86.04,0.198,85.200366,Yes,Yes,Yes,Yes,Yes,cosine+llm
143,3.0,256.0,14.254033817289592,75.0,9.267815322638205,28907.011345,89.220064,159.954165,86.04,0.198,95.040841,Yes,Yes,Yes,Yes,Yes,cosine+llm
144,6.0,235.0,3.237020830756541,75.0,3.990231441983458,28907.011345,89.220064,159.954165,86.04,0.198,89.219846,Yes,Yes,Yes,Yes,Yes,cosine+llm
145,2.0,330.0,24.81417134548527,75.0,8.3358083634078,28907.011345,89.220064,159.954165,86.04,0.198,105.806782,Yes,Yes,Yes,Yes,Yes,cosine+llm
146,5.0,326.0,22.91031708362003,75.0,3.329890530919816,28907.011345,89.220064,159.954165,86.04,0.198,120.21773,Yes,Yes,Yes,Yes,Yes,cosine+llm
147,4.0,223.0,12.074749460290802,75.0,4.582302737924182,16579.370018,84.39136,415.15808,80.445,0.053,103.718114,Yes,Yes,Yes,Yes,Yes,cosine+llm
148,1.0,393.0,3.819187578149381,75.0,2.412751143719297,17088.92558,84.654295,392.413802,81.365,0.057,293.245614,Yes,Yes,Yes,Yes,Yes,cosine+llm
149,2.0,212.0,20.97143617045363,75.0,9.441191391697936,28907.011345,89.220064,159.954165,86.04,0.198,126.383527,Yes,Yes,Yes,Yes,Yes,cosine+llm
150,3.0,228.0,12.961012112972686,75.0,1.4475072795255186,28907.011345,89.220064,159.954165,86.04,0.198,105.32997,Yes,Yes,Yes,Yes,Yes,cosine+llm
151,3.0,239.0,18.198479823802984,75.0,7.7244515395805955,28907.011345,89.220064,159.954165,86.04,0.198,141.012622,Yes,Yes,Yes,Yes,Yes,cosine+llm
152,6.0,360.0,13.21292836166828,75.0,1.1788310538125366,28907.011345,89.220064,159.954165,86.04,0.198,94.31261,Yes,Yes,Yes,Yes,Yes,cosine+llm
153,6.0,240.0,7.562197521118581,75.0,1.1460117260166427,28907.011345,89.220064,159.954165,86.04,0.198,156.548752,Yes,Yes,Yes,Yes,Yes,cosine+llm
154,6.0,374.0,21.033374693840663,75.0,4.550710802629186,28907.011345,89.220064,159.954165,86.04,0.198,103.418285,Yes,Yes,Yes,Yes,Yes,cosine+llm
155,2.0,308.0,24.52587118248101,75.0,3.2089295493399663,28907.011345,89.220064,159.954165,86.04,0.198,99.667649,Yes,Yes,Yes,Yes,Yes,cosine+llm
156,7.0,352.0,6.849541745803321,75.0,1.2952936970118654,16579.370018,84.39136,415.15808,80.445,0.053,171.991949,Yes,Yes,Yes,Yes,Yes,cosine+llm
157,8.0,216.0,14.230361845131272,75.0,3.647045714779822,28907.011345,89.220064,159.954165,86.04,0.198,101.621849,Yes,Yes,Yes,Yes,Yes,cosine+llm
158,6.0,298.0,10.2060643179316,75.0,7.726333812293401,28907.011345,89.220064,159.954165,86.04,0.198,105.00654,Yes,Yes,Yes,Yes,Yes,cosine+llm
159,1.0,297.0,23.124835598357485,75.0,4.573979061486173,16579.370018,84.39136,415.15808,80.445,0.053,185.464926,Yes,Yes,Yes,Yes,Yes,cosine+llm
