spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,scalarization
4,9.0,389.0,6.459595923581313,75.0,7.155027853402381,17585.686576,84.903187,372.787004,82.285,0.061,149.263711,Yes,Yes,Yes,Yes,Yes,cosine+llm
4,10.0,389.0,6.459595923581313,75.0,7.155027853402381,17088.92558,84.654295,392.413802,81.365,0.057,150.233552,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,1.0,270.0,5.30659704844968,75.0,7.694389006590671,17585.686576,84.903187,372.787004,82.285,0.061,95.270365,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,2.0,270.0,5.30659704844968,75.0,7.694389006590671,28907.011345,89.220064,159.954165,86.04,0.198,126.807943,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,3.0,270.0,5.30659704844968,75.0,7.694389006590671,28907.011345,89.220064,159.954165,86.04,0.198,126.807943,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,4.0,270.0,5.30659704844968,75.0,7.694389006590671,17585.686576,84.903187,372.787004,82.285,0.061,95.270365,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,5.0,270.0,5.30659704844968,75.0,7.694389006590671,28907.011345,89.220064,159.954165,86.04,0.198,126.807943,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,6.0,270.0,5.30659704844968,75.0,7.694389006590671,28907.011345,89.220064,159.954165,86.04,0.198,126.807943,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,7.0,270.0,5.30659704844968,75.0,7.694389006590671,16055.972695,84.112732,441.88309,79.525,0.049,93.606677,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,8.0,270.0,5.30659704844968,75.0,7.694389006590671,28907.011345,89.220064,159.954165,86.04,0.198,126.807943,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,9.0,270.0,5.30659704844968,75.0,7.694389006590671,17585.686576,84.903187,372.787004,82.285,0.061,95.270365,Yes,Yes,Yes,Yes,Yes,cosine+llm
5,10.0,270.0,5.30659704844968,75.0,7.694389006590671,18070.574171,85.139439,355.650108,83.205,0.065,96.111749,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,1.0,262.0,1.339560814145532,75.0,4.293394828199784,17088.92558,84.654295,392.413802,81.365,0.057,68.541582,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,2.0,262.0,1.339560814145532,75.0,4.293394828199784,28907.011345,89.220064,159.954165,86.04,0.198,88.152008,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,3.0,262.0,1.339560814145532,75.0,4.293394828199784,28907.011345,89.220064,159.954165,86.04,0.198,88.152008,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,4.0,262.0,1.339560814145532,75.0,4.293394828199784,16579.370018,84.39136,415.15808,80.445,0.053,68.401029,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,5.0,262.0,1.339560814145532,75.0,4.293394828199784,28907.011345,89.220064,159.954165,86.04,0.198,88.152008,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,6.0,262.0,1.339560814145532,75.0,4.293394828199784,28907.011345,89.220064,159.954165,86.04,0.198,88.152008,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,7.0,262.0,1.339560814145532,75.0,4.293394828199784,18070.574171,85.139439,355.650108,83.205,0.065,69.210353,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,8.0,262.0,1.339560814145532,75.0,4.293394828199784,28907.011345,89.220064,159.954165,86.04,0.198,88.152008,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,9.0,262.0,1.339560814145532,75.0,4.293394828199784,17088.92558,84.654295,392.413802,81.365,0.057,68.541582,Yes,Yes,Yes,Yes,Yes,cosine+llm
6,10.0,262.0,1.339560814145532,75.0,4.293394828199784,19007.901427,85.578683,327.087662,85.045,0.073,70.21831,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,1.0,257.0,13.81924214242392,75.0,4.08254636538055,16579.370018,84.39136,415.15808,80.445,0.053,87.316721,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,2.0,257.0,13.81924214242392,75.0,4.08254636538055,28907.011345,89.220064,159.954165,86.04,0.198,90.650049,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,3.0,257.0,13.81924214242392,75.0,4.08254636538055,28907.011345,89.220064,159.954165,86.04,0.198,90.650049,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,4.0,257.0,13.81924214242392,75.0,4.08254636538055,17088.92558,84.654295,392.413802,81.365,0.057,86.123976,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,5.0,257.0,13.81924214242392,75.0,4.08254636538055,28907.011345,89.220064,159.954165,86.04,0.198,90.650049,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,6.0,257.0,13.81924214242392,75.0,4.08254636538055,28907.011345,89.220064,159.954165,86.04,0.198,90.650049,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,7.0,257.0,13.81924214242392,75.0,4.08254636538055,18070.574171,85.139439,355.650108,83.205,0.065,84.603853,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,8.0,257.0,13.81924214242392,75.0,4.08254636538055,28907.011345,89.220064,159.954165,86.04,0.198,90.650049,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,9.0,257.0,13.81924214242392,75.0,4.08254636538055,17088.92558,84.654295,392.413802,81.365,0.057,86.123976,Yes,Yes,Yes,Yes,Yes,cosine+llm
7,10.0,257.0,13.81924214242392,75.0,4.08254636538055,16579.370018,84.39136,415.15808,80.445,0.053,87.316721,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,1.0,235.0,7.583471842798415,75.0,6.441319154292284,18070.574171,85.139439,355.650108,83.205,0.065,70.845607,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,2.0,235.0,7.583471842798415,75.0,6.441319154292284,28907.011345,89.220064,159.954165,86.04,0.198,87.554337,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,3.0,235.0,7.583471842798415,75.0,6.441319154292284,28907.011345,89.220064,159.954165,86.04,0.198,87.554337,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,4.0,235.0,7.583471842798415,75.0,6.441319154292284,16055.972695,84.112732,441.88309,79.525,0.049,70.919056,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,5.0,235.0,7.583471842798415,75.0,6.441319154292284,28907.011345,89.220064,159.954165,86.04,0.198,87.554337,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,6.0,235.0,7.583471842798415,75.0,6.441319154292284,28907.011345,89.220064,159.954165,86.04,0.198,87.554337,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,7.0,235.0,7.583471842798415,75.0,6.441319154292284,17088.92558,84.654295,392.413802,81.365,0.057,70.541618,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,8.0,235.0,7.583471842798415,75.0,6.441319154292284,28907.011345,89.220064,159.954165,86.04,0.198,87.554337,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,9.0,235.0,7.583471842798415,75.0,6.441319154292284,17088.92558,84.654295,392.413802,81.365,0.057,70.541618,Yes,Yes,Yes,Yes,Yes,cosine+llm
8,10.0,235.0,7.583471842798415,75.0,6.441319154292284,17585.686576,84.903187,372.787004,82.285,0.061,70.629305,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,1.0,388.0,24.38307834646571,75.0,5.422788045546904,17088.92558,84.654295,392.413802,81.365,0.057,70.862174,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,2.0,388.0,24.38307834646571,75.0,5.422788045546904,28907.011345,89.220064,159.954165,86.04,0.198,99.82225,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,3.0,388.0,24.38307834646571,75.0,5.422788045546904,28907.011345,89.220064,159.954165,86.04,0.198,99.82225,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,4.0,388.0,24.38307834646571,75.0,5.422788045546904,17585.686576,84.903187,372.787004,82.285,0.061,71.685298,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,5.0,388.0,24.38307834646571,75.0,5.422788045546904,28907.011345,89.220064,159.954165,86.04,0.198,99.82225,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,6.0,388.0,24.38307834646571,75.0,5.422788045546904,28907.011345,89.220064,159.954165,86.04,0.196,99.822609,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,7.0,388.0,24.38307834646571,75.0,5.422788045546904,17585.686576,84.903187,372.787004,82.285,0.061,71.685298,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,8.0,388.0,24.38307834646571,75.0,5.422788045546904,28907.011345,89.220064,159.954165,86.04,0.198,99.82225,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,9.0,388.0,24.38307834646571,75.0,5.422788045546904,17088.92558,84.654295,392.413802,81.365,0.057,70.862174,Yes,Yes,Yes,Yes,Yes,cosine+llm
9,10.0,388.0,24.38307834646571,75.0,5.422788045546904,16579.370018,84.39136,415.15808,80.445,0.053,70.12541,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,1.0,226.0,14.2806152031666,75.0,1.6115363936642595,19007.901427,85.578683,327.087662,85.045,0.073,71.572758,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,2.0,226.0,14.2806152031666,75.0,1.6115363936642595,28907.011345,89.220064,159.954165,86.04,0.198,88.070027,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,3.0,226.0,14.2806152031666,75.0,1.6115363936642595,28907.011345,89.220064,159.954165,86.04,0.198,88.070027,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,4.0,226.0,14.2806152031666,75.0,1.6115363936642595,16579.370018,84.39136,415.15808,80.445,0.053,70.443556,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,5.0,226.0,14.2806152031666,75.0,1.6115363936642595,28907.011345,89.220064,159.954165,86.04,0.198,88.070027,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,6.0,226.0,14.2806152031666,75.0,1.6115363936642595,28907.011345,89.220064,159.954165,86.04,0.198,88.070027,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,7.0,226.0,14.2806152031666,75.0,1.6115363936642595,17088.92558,84.654295,392.413802,81.365,0.057,70.410795,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,8.0,226.0,14.2806152031666,75.0,1.6115363936642595,28907.011345,89.220064,159.954165,86.04,0.198,88.070027,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,9.0,226.0,14.2806152031666,75.0,1.6115363936642595,19007.901427,85.578683,327.087662,85.045,0.073,71.572758,Yes,Yes,Yes,Yes,Yes,cosine+llm
10,10.0,226.0,14.2806152031666,75.0,1.6115363936642595,17088.92558,84.654295,392.413802,81.365,0.057,70.410795,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,1.0,373.0,17.738017429844668,75.0,0.9276110304003818,18070.574171,85.139439,355.650108,83.205,0.065,221.603688,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,2.0,373.0,17.738017429844668,75.0,0.9276110304003818,28907.011345,89.220064,159.954165,86.04,0.198,160.18956,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,3.0,373.0,17.738017429844668,75.0,0.9276110304003818,28907.011345,89.220064,159.954165,86.04,0.198,160.18956,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,4.0,373.0,17.738017429844668,75.0,0.9276110304003818,17088.92558,84.654295,392.413802,81.365,0.057,236.20771,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,5.0,373.0,17.738017429844668,75.0,0.9276110304003818,28907.011345,89.220064,159.954165,86.04,0.198,160.18956,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,6.0,373.0,17.738017429844668,75.0,0.9276110304003818,28907.011345,89.220064,159.954165,86.04,0.198,160.18956,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,7.0,373.0,17.738017429844668,75.0,0.9276110304003818,17585.686576,84.903187,372.787004,82.285,0.061,228.330219,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,8.0,373.0,17.738017429844668,75.0,0.9276110304003818,28907.011345,89.220064,159.954165,86.04,0.198,160.18956,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,9.0,373.0,17.738017429844668,75.0,0.9276110304003818,16579.370018,84.39136,415.15808,80.445,0.053,245.532338,Yes,Yes,Yes,Yes,Yes,cosine+llm
11,10.0,373.0,17.738017429844668,75.0,0.9276110304003818,16579.370018,84.39136,415.15808,80.445,0.053,245.532338,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,1.0,389.0,4.030707831001814,75.0,0.8823134635531639,18544.403797,85.364258,340.535568,84.125,0.069,136.879023,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,2.0,389.0,4.030707831001814,75.0,0.8823134635531639,28907.011345,89.220064,159.954165,86.04,0.198,157.433555,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,3.0,389.0,4.030707831001814,75.0,0.8823134635531639,28907.011345,89.220064,159.954165,86.04,0.198,157.433555,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,4.0,389.0,4.030707831001814,75.0,0.8823134635531639,18544.403797,85.364258,340.535568,84.125,0.069,136.879023,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,5.0,389.0,4.030707831001814,75.0,0.8823134635531639,28907.011345,89.220064,159.954165,86.04,0.198,157.433555,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,6.0,389.0,4.030707831001814,75.0,0.8823134635531639,28907.011345,89.220064,159.954165,86.04,0.198,157.433555,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,7.0,389.0,4.030707831001814,75.0,0.8823134635531639,17585.686576,84.903187,372.787004,82.285,0.061,137.309514,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,8.0,389.0,4.030707831001814,75.0,0.8823134635531639,28907.011345,89.220064,159.954165,86.04,0.198,157.433555,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,9.0,389.0,4.030707831001814,75.0,0.8823134635531639,19007.901427,85.578683,327.087662,85.045,0.073,136.996864,Yes,Yes,Yes,Yes,Yes,cosine+llm
12,10.0,389.0,4.030707831001814,75.0,0.8823134635531639,19007.901427,85.578683,327.087662,85.045,0.073,136.996864,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,1.0,339.0,21.843068734310656,75.0,9.217156101850083,16579.370018,84.39136,415.15808,80.445,0.053,92.341442,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,2.0,339.0,21.843068734310656,75.0,9.217156101850083,28907.011345,89.220064,159.954165,86.04,0.198,103.878131,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,3.0,339.0,21.843068734310656,75.0,9.217156101850083,28907.011345,89.220064,159.954165,86.04,0.198,103.878131,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,4.0,339.0,21.843068734310656,75.0,9.217156101850083,16055.972695,84.112732,441.88309,79.525,0.049,93.469758,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,5.0,339.0,21.843068734310656,75.0,9.217156101850083,28907.011345,89.220064,159.954165,86.04,0.198,103.878131,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,6.0,339.0,21.843068734310656,75.0,9.217156101850083,28907.011345,89.220064,159.954165,86.04,0.198,103.878131,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,7.0,339.0,21.843068734310656,75.0,9.217156101850083,17088.92558,84.654295,392.413802,81.365,0.057,91.578844,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,8.0,339.0,21.843068734310656,75.0,9.217156101850083,28907.011345,89.220064,159.954165,86.04,0.198,103.878131,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,9.0,339.0,21.843068734310656,75.0,9.217156101850083,18070.574171,85.139439,355.650108,83.205,0.065,90.833442,Yes,Yes,Yes,Yes,Yes,cosine+llm
13,10.0,339.0,21.843068734310656,75.0,9.217156101850083,17088.92558,84.654295,392.413802,81.365,0.057,91.578844,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,1.0,222.0,12.781088668570693,75.0,9.745702505110163,18544.403797,85.364258,340.535568,84.125,0.069,86.73472,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,2.0,222.0,12.781088668570693,75.0,9.745702505110163,28907.011345,89.220064,159.954165,86.04,0.198,119.941812,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,3.0,222.0,12.781088668570693,75.0,9.745702505110163,28907.011345,89.220064,159.954165,86.04,0.198,119.941812,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,4.0,222.0,12.781088668570693,75.0,9.745702505110163,17088.92558,84.654295,392.413802,81.365,0.057,83.167529,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,5.0,222.0,12.781088668570693,75.0,9.745702505110163,28907.011345,89.220064,159.954165,86.04,0.198,119.941812,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,6.0,222.0,12.781088668570693,75.0,9.745702505110163,28907.011345,89.220064,159.954165,86.04,0.198,119.941812,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,7.0,222.0,12.781088668570693,75.0,9.745702505110163,18070.574171,85.139439,355.650108,83.205,0.065,85.497598,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,8.0,222.0,12.781088668570693,75.0,9.745702505110163,28907.011345,89.220064,159.954165,86.04,0.198,119.941812,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,9.0,222.0,12.781088668570693,75.0,9.745702505110163,18544.403797,85.364258,340.535568,84.125,0.069,86.73472,Yes,Yes,Yes,Yes,Yes,cosine+llm
14,10.0,222.0,12.781088668570693,75.0,9.745702505110163,17088.92558,84.654295,392.413802,81.365,0.057,83.167529,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,1.0,351.0,21.94527363996483,75.0,1.6382335991431975,17585.686576,84.903187,372.787004,82.285,0.061,94.483146,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,2.0,351.0,21.94527363996483,75.0,1.6382335991431975,28907.011345,89.220064,159.954165,86.04,0.198,131.335097,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,3.0,351.0,21.94527363996483,75.0,1.6382335991431975,28907.011345,89.220064,159.954165,86.04,0.198,131.335097,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,4.0,351.0,21.94527363996483,75.0,1.6382335991431975,18070.574171,85.139439,355.650108,83.205,0.065,95.640072,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,5.0,351.0,21.94527363996483,75.0,1.6382335991431975,28907.011345,89.220064,159.954165,86.04,0.198,131.335097,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,6.0,351.0,21.94527363996483,75.0,1.6382335991431975,28907.011345,89.220064,159.954165,86.04,0.198,131.335097,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,7.0,351.0,21.94527363996483,75.0,1.6382335991431975,18544.403797,85.364258,340.535568,84.125,0.069,96.85911,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,8.0,351.0,21.94527363996483,75.0,1.6382335991431975,28907.011345,89.220064,159.954165,86.04,0.198,131.335097,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,9.0,351.0,21.94527363996483,75.0,1.6382335991431975,18070.574171,85.139439,355.650108,83.205,0.065,95.640072,Yes,Yes,Yes,Yes,Yes,cosine+llm
15,10.0,351.0,21.94527363996483,75.0,1.6382335991431975,18544.403797,85.364258,340.535568,84.125,0.069,96.85911,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,1.0,308.0,14.777541271031971,75.0,3.334827933223857,19461.71676,85.783623,315.030758,85.965,0.077,67.276142,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,2.0,308.0,14.777541271031971,75.0,3.334827933223857,28907.011345,89.220064,159.954165,86.04,0.198,81.518096,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,3.0,308.0,14.777541271031971,75.0,3.334827933223857,28907.011345,89.220064,159.954165,86.04,0.198,81.518096,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,4.0,308.0,14.777541271031971,75.0,3.334827933223857,17585.686576,84.903187,372.787004,82.285,0.061,66.046056,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,5.0,308.0,14.777541271031971,75.0,3.334827933223857,28907.011345,89.220064,159.954165,86.04,0.198,81.518096,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,6.0,308.0,14.777541271031971,75.0,3.334827933223857,28907.011345,89.220064,159.954165,86.04,0.198,81.518096,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,7.0,308.0,14.777541271031971,75.0,3.334827933223857,17585.686576,84.903187,372.787004,82.285,0.061,66.046056,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,8.0,308.0,14.777541271031971,75.0,3.334827933223857,28907.011345,89.220064,159.954165,86.04,0.198,81.518096,Yes,Yes,Yes,Yes,Yes,cosine+llm
16,9.0,308.0,14.777541271031971,75.0,3.334827933223857,17088.92558,84.654295,392.413802,81.365,0.057,65.985884,Yes,Yes,Yes,Yes,Yes,cosine+llm
